compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
doramapimod	5	0.04 uM	0.0	0.121137021152115	Cell Painting	spherized	all_data
dorzolamide	5	0.04 uM	0.301	0.0100436798044066	Cell Painting	spherized	all_data
doxapram	5	0.04 uM	0.084	0.0241429626905598	Cell Painting	spherized	all_data
doxazosin	5	0.04 uM	0.0	0.0658834785214241	Cell Painting	spherized	all_data
doxepin	5	0.04 uM	0.0	0.063922218484239	Cell Painting	spherized	all_data
doxifluridine	5	0.04 uM	0.0	0.0842068905185848	Cell Painting	spherized	all_data
doxofylline	5	0.04 uM	0.103	0.0218877748910025	Cell Painting	spherized	all_data
doxorubicin	5	0.04 uM	0.0	0.4564813567982915	Cell Painting	spherized	all_data
doxycycline-hyclate	5	0.04 uM	0.123	0.0202152263739503	Cell Painting	spherized	all_data
dpcpx	4	0.04 uM	0.0	0.0868916256839792	Cell Painting	spherized	all_data
dpi-201106	5	0.04 uM	0.007	0.0459725446645974	Cell Painting	spherized	all_data
dronedarone	5	0.04 uM	0.432	0.0048093484272732	Cell Painting	spherized	all_data
droperidol	5	0.04 uM	0.37	0.0071111248635063	Cell Painting	spherized	all_data
drospirenone	4	0.04 uM	0.553	-0.0004575175549238	Cell Painting	spherized	all_data
du-728	5	0.04 uM	0.013	0.0392727998850717	Cell Painting	spherized	all_data
duloxetine	5	0.04 uM	0.573	-0.0010354350795222	Cell Painting	spherized	all_data
dutasteride	5	0.04 uM	0.028	0.0332168255458368	Cell Painting	spherized	all_data
e-2012	5	0.04 uM	0.095	0.0225299898391557	Cell Painting	spherized	all_data
ebselen	5	0.04 uM	0.0	0.0940215433395652	Cell Painting	spherized	all_data
econazole	5	0.04 uM	0.0	0.0694132613605506	Cell Painting	spherized	all_data
edoxaban	5	0.04 uM	0.0	0.071329664198014	Cell Painting	spherized	all_data
edoxudine	5	0.04 uM	0.0	0.1291972056063828	Cell Painting	spherized	all_data
efaproxiral	2	0.04 uM	0.943	-0.0651587724971638	Cell Painting	spherized	all_data
efavirenz	2	0.04 uM	0.477	0.0044427560320498	Cell Painting	spherized	all_data
eflornithine	5	0.04 uM	0.0	0.0845154994945214	Cell Painting	spherized	all_data
elesclomol	5	0.04 uM	0.0	0.3221403643884929	Cell Painting	spherized	all_data
emd-53998	5	0.04 uM	0.009	0.0428401440673721	Cell Painting	spherized	all_data
emedastine	5	0.04 uM	0.0	0.0889961071160449	Cell Painting	spherized	all_data
emtricitabine	5	0.04 uM	0.0	0.0671109310040648	Cell Painting	spherized	all_data
enalapril	5	0.04 uM	0.004	0.0480787113752796	Cell Painting	spherized	all_data
enoxacin	5	0.04 uM	0.0	0.0984015455524491	Cell Painting	spherized	all_data
entecavir	5	0.04 uM	0.021	0.0360872087455658	Cell Painting	spherized	all_data
enzalutamide	5	0.04 uM	0.0	0.1041031517958053	Cell Painting	spherized	all_data
eperezolid	5	0.04 uM	0.028	0.0340059596959115	Cell Painting	spherized	all_data
epinastine	5	0.04 uM	0.384	0.0066816017220801	Cell Painting	spherized	all_data
epinephrine	5	0.04 uM	0.093	0.0231700378790676	Cell Painting	spherized	all_data
epirizole	2	0.04 uM	0.529	-0.0001677174376525	Cell Painting	spherized	all_data
epirubicin	5	0.04 uM	0.0	0.6873581362044643	Cell Painting	spherized	all_data
epitiostanol	4	0.04 uM	0.0	0.184109482449544	Cell Painting	spherized	all_data
epothilone-b	5	0.04 uM	0.0	0.6411329015284315	Cell Painting	spherized	all_data
equol	5	0.04 uM	0.0	0.0715000905393153	Cell Painting	spherized	all_data
ercalcitriol	5	0.04 uM	0.0	0.0683533641666575	Cell Painting	spherized	all_data
erlotinib	5	0.04 uM	0.0	0.0658395566045448	Cell Painting	spherized	all_data
erteberel	5	0.04 uM	0.0	0.0788191909575514	Cell Painting	spherized	all_data
erythromycin	10	0.04 uM	0.03	0.0168692279410549	Cell Painting	spherized	all_data
escitalopram	5	0.04 uM	0.011	0.0407597950967932	Cell Painting	spherized	all_data
esmolol	5	0.04 uM	0.435	0.0047419650041085	Cell Painting	spherized	all_data
estramustine	5	0.04 uM	0.054	0.0288369367127313	Cell Painting	spherized	all_data
estrone	2	0.04 uM	0.61	-0.0089522241339379	Cell Painting	spherized	all_data
etacrynic-acid	5	0.04 uM	0.034	0.0312688160956915	Cell Painting	spherized	all_data
etanidazole	5	0.04 uM	0.009	0.0438259636677114	Cell Painting	spherized	all_data
etazolate	5	0.04 uM	0.028	0.0339665341231337	Cell Painting	spherized	all_data
ethinyl-estradiol	4	0.04 uM	0.024	0.0436567813880579	Cell Painting	spherized	all_data
ethylenediaminetetraacetic-acid	5	0.04 uM	0.0	0.0930527637540625	Cell Painting	spherized	all_data
etizolam	5	0.04 uM	0.005	0.0470128214201983	Cell Painting	spherized	all_data
etodolac	5	0.04 uM	0.051	0.0294060319219695	Cell Painting	spherized	all_data
etofylline-clofibrate	5	0.04 uM	0.007	0.0457026128551147	Cell Painting	spherized	all_data
etomidate	5	0.04 uM	0.001	0.0544883375774232	Cell Painting	spherized	all_data
etomoxir	5	0.04 uM	0.066	0.0267082061172962	Cell Painting	spherized	all_data
etoricoxib	5	0.04 uM	0.0	0.0803809851674156	Cell Painting	spherized	all_data
etravirine	5	0.04 uM	0.017	0.0366396251020349	Cell Painting	spherized	all_data
eugenol	5	0.04 uM	0.007	0.045313414731414	Cell Painting	spherized	all_data
everolimus	5	0.04 uM	0.0	0.634966773221763	Cell Painting	spherized	all_data
evp-6124	5	0.04 uM	0.011	0.0409626295048651	Cell Painting	spherized	all_data
exalamide	5	0.04 uM	0.106	0.0216246132629894	Cell Painting	spherized	all_data
exherin	5	0.04 uM	0.2	0.0154266122855089	Cell Painting	spherized	all_data
fadrozole	5	0.04 uM	0.0	0.0643435461707826	Cell Painting	spherized	all_data
famciclovir	5	0.04 uM	0.0	0.0886755313049915	Cell Painting	spherized	all_data
famotidine	4	0.04 uM	0.051	0.0338163947239774	Cell Painting	spherized	all_data
faropenem	5	0.04 uM	0.0	0.3130623082344989	Cell Painting	spherized	all_data
fasudil	5	0.04 uM	0.017	0.0368668229387786	Cell Painting	spherized	all_data
favipiravir	5	0.04 uM	0.0	0.0738121092978298	Cell Painting	spherized	all_data
febuxostat	5	0.04 uM	0.007	0.0463202860308489	Cell Painting	spherized	all_data
felodipine	5	0.04 uM	0.043	0.0305270599811027	Cell Painting	spherized	all_data
fenobam	5	0.04 uM	0.0	0.0652422059091677	Cell Painting	spherized	all_data
fenoterol	5	0.04 uM	0.044	0.030320317808668	Cell Painting	spherized	all_data
fenticonazole	5	0.04 uM	0.011	0.0424957465531823	Cell Painting	spherized	all_data
fexofenadine	5	0.04 uM	0.095	0.0225726196865916	Cell Painting	spherized	all_data
fiacitabine	5	0.04 uM	0.0	0.0593411884780346	Cell Painting	spherized	all_data
fidarestat	5	0.04 uM	0.584	-0.0015946365108498	Cell Painting	spherized	all_data
fidaxomicin	5	0.04 uM	0.002	0.051290942724489	Cell Painting	spherized	all_data
filgotinib	5	0.04 uM	0.0	0.0967425603055483	Cell Painting	spherized	all_data
fipronil	5	0.04 uM	0.0	0.0692817859925381	Cell Painting	spherized	all_data
firategrast	5	0.04 uM	0.057	0.0282126374856729	Cell Painting	spherized	all_data
flavoxate	5	0.04 uM	0.031	0.0324347943939601	Cell Painting	spherized	all_data
flecainide	5	0.04 uM	0.052	0.0290596640924025	Cell Painting	spherized	all_data
fluconazole	5	0.04 uM	0.0	0.0992738180532369	Cell Painting	spherized	all_data
fludarabine-phosphate	5	0.04 uM	0.0	0.1526608762497533	Cell Painting	spherized	all_data
fludroxycortide	5	0.04 uM	0.0	0.5586921698515808	Cell Painting	spherized	all_data
flumatinib	5	0.04 uM	0.0	0.1184189607765734	Cell Painting	spherized	all_data
flumazenil	5	0.04 uM	0.169	0.0170570998211989	Cell Painting	spherized	all_data
fluorometholone	5	0.04 uM	0.0	0.6762579365567953	Cell Painting	spherized	all_data
fluorouracil	5	0.04 uM	0.0	0.1416483142727074	Cell Painting	spherized	all_data
fluphenazine	5	0.04 uM	0.0	0.0691373962109352	Cell Painting	spherized	all_data
fluspirilene	5	0.04 uM	0.028	0.0330439353496751	Cell Painting	spherized	all_data
fluticasone	5	0.04 uM	0.0	0.5478754432881496	Cell Painting	spherized	all_data
flutrimazole	4	0.04 uM	0.076	0.0300752519254038	Cell Painting	spherized	all_data
fluvoxamine	5	0.04 uM	0.092	0.0232876337967249	Cell Painting	spherized	all_data
folic-acid	5	0.04 uM	0.0	0.1002607623945772	Cell Painting	spherized	all_data
fomepizole	5	0.04 uM	0.022	0.03562584098412	Cell Painting	spherized	all_data
fomocaine	5	0.04 uM	0.009	0.0434707459852974	Cell Painting	spherized	all_data
formestane	5	0.04 uM	0.0	0.1635773411067826	Cell Painting	spherized	all_data
formoterol	5	0.04 uM	0.043	0.0304490546316081	Cell Painting	spherized	all_data
forskolin	5	0.04 uM	0.006	0.0465534459701381	Cell Painting	spherized	all_data
fosfomycin	5	0.04 uM	0.0	0.0725252692450521	Cell Painting	spherized	all_data
fostamatinib	5	0.04 uM	0.0	0.1069683496352745	Cell Painting	spherized	all_data
fpl-62064	5	0.04 uM	0.042	0.030614094342671	Cell Painting	spherized	all_data
ftorafur	5	0.04 uM	0.214	0.0143187279935853	Cell Painting	spherized	all_data
fulvestrant	4	0.04 uM	0.001	0.0628769996097273	Cell Painting	spherized	all_data
fusidic-acid	5	0.04 uM	0.124	0.0201732430957742	Cell Painting	spherized	all_data
gabapentin	5	0.04 uM	0.0	0.5255596404760656	Cell Painting	spherized	all_data
ganaxolone	5	0.04 uM	0.001	0.0549079632093811	Cell Painting	spherized	all_data
gatifloxacin	5	0.04 uM	0.108	0.0213033321573867	Cell Painting	spherized	all_data
gdc-0068	5	0.04 uM	0.045	0.0301842662528413	Cell Painting	spherized	all_data
gdc-0152	5	0.04 uM	0.0	0.1722884250112537	Cell Painting	spherized	all_data
gdc-0199	5	0.04 uM	0.0	0.0709127658027154	Cell Painting	spherized	all_data
gdc-0834	5	0.04 uM	0.011	0.0403070518437082	Cell Painting	spherized	all_data
gefitinib	5	0.04 uM	0.007	0.0460895437721842	Cell Painting	spherized	all_data
gemcitabine	5	0.04 uM	0.0	0.6790033611949897	Cell Painting	spherized	all_data
gemfibrozil	5	0.04 uM	0.0	0.1285048046707049	Cell Painting	spherized	all_data
gemifloxacin	2	0.04 uM	0.882	-0.0484567394522418	Cell Painting	spherized	all_data
genz-644282	5	0.04 uM	0.0	0.7458661266365303	Cell Painting	spherized	all_data
gimeracil	5	0.04 uM	0.0	0.0599771810423923	Cell Painting	spherized	all_data
ginkgolide-b	5	0.04 uM	0.181	0.0164567606246293	Cell Painting	spherized	all_data
glasdegib	5	0.04 uM	0.031	0.032485541283128	Cell Painting	spherized	all_data
glimepiride	5	0.04 uM	0.0	0.1279897147724487	Cell Painting	spherized	all_data
glipizide	5	0.04 uM	0.0	0.1421024037517695	Cell Painting	spherized	all_data
gliquidone	5	0.04 uM	0.0	0.0573906576358995	Cell Painting	spherized	all_data
glycitein	5	0.04 uM	0.011	0.040468391080893	Cell Painting	spherized	all_data
glycopyrrolate	5	0.04 uM	0.0	0.076600909946461	Cell Painting	spherized	all_data
golvatinib	5	0.04 uM	0.201	0.0153831402836791	Cell Painting	spherized	all_data
goserelin-acetate	5	0.04 uM	0.002	0.0506795337415599	Cell Painting	spherized	all_data
granisetron	5	0.04 uM	0.001	0.0551276557459391	Cell Painting	spherized	all_data
grazoprevir	5	0.04 uM	0.023	0.0355062942782396	Cell Painting	spherized	all_data
griseofulvin	5	0.04 uM	0.0	0.062842959615441	Cell Painting	spherized	all_data
gsk1292263	5	0.04 uM	0.0	0.1034778419619724	Cell Painting	spherized	all_data
gsk256066	2	0.04 uM	0.027	0.0886351311123357	Cell Painting	spherized	all_data
gsk2636771	5	0.04 uM	0.001	0.0532276986070648	Cell Painting	spherized	all_data
guanabenz	5	0.04 uM	0.0	0.0635420719389269	Cell Painting	spherized	all_data
guanadrel	5	0.04 uM	0.0	0.1533007815884948	Cell Painting	spherized	all_data
guanethidine	5	0.04 uM	0.472	0.0032181502055809	Cell Painting	spherized	all_data
gw842166	5	0.04 uM	0.0	0.0692746767343187	Cell Painting	spherized	all_data
halcinonide	5	0.04 uM	0.0	0.4156166860589744	Cell Painting	spherized	all_data
haloperidol	5	0.04 uM	0.0	0.1624465575447732	Cell Painting	spherized	all_data
hc-030031	5	0.04 uM	0.095	0.0225649827340081	Cell Painting	spherized	all_data
hesperidin	5	0.04 uM	0.0	0.0754649396237537	Cell Painting	spherized	all_data
hexachlorophene	5	0.04 uM	0.0	0.3246172454304683	Cell Painting	spherized	all_data
histamine	4	0.04 uM	0.044	0.0356173939008381	Cell Painting	spherized	all_data
homochlorcyclizine	5	0.04 uM	0.075	0.0253832222870522	Cell Painting	spherized	all_data
homoharringtonine	5	0.04 uM	0.0	0.525280207836641	Cell Painting	spherized	all_data
hydrocortisone	5	0.04 uM	0.0	0.3808353110529726	Cell Painting	spherized	all_data
hydroxyurea	5	0.04 uM	0.329	0.0087891119215465	Cell Painting	spherized	all_data
hymecromone	5	0.04 uM	0.236	0.0130089301061238	Cell Painting	spherized	all_data
hypericin	5	0.04 uM	0.0	0.0677514946929169	Cell Painting	spherized	all_data
ib-meca	5	0.04 uM	0.197	0.0156980696996316	Cell Painting	spherized	all_data
ibrutinib	5	0.04 uM	0.0	0.1140851170730309	Cell Painting	spherized	all_data
ibudilast	5	0.04 uM	0.0	0.0630835523218543	Cell Painting	spherized	all_data
ibuprofen	5	0.04 uM	0.001	0.0571557823636539	Cell Painting	spherized	all_data
ibutamoren	5	0.04 uM	0.065	0.0271017467673625	Cell Painting	spherized	all_data
ici-162846	5	0.04 uM	0.001	0.0552277940679104	Cell Painting	spherized	all_data
ici-185,282	5	0.04 uM	0.109	0.0212345943516559	Cell Painting	spherized	all_data
ici-192605	5	0.04 uM	0.0	0.183920658010386	Cell Painting	spherized	all_data
idalopirdine	5	0.04 uM	0.002	0.0491803600548812	Cell Painting	spherized	all_data
idelalisib	5	0.04 uM	0.017	0.036870027771297	Cell Painting	spherized	all_data
idoxuridin	5	0.04 uM	0.0	0.0827924702859245	Cell Painting	spherized	all_data
iguratimod	5	0.04 uM	0.0	0.1708604858919654	Cell Painting	spherized	all_data
ilomastat	5	0.04 uM	0.105	0.0218294526479311	Cell Painting	spherized	all_data
imexon	5	0.04 uM	0.179	0.0165302167934936	Cell Painting	spherized	all_data
imiloxan	5	0.04 uM	0.0	0.0849987930302078	Cell Painting	spherized	all_data
imipramine	2	0.04 uM	0.218	0.0348443195487274	Cell Painting	spherized	all_data
imiquimod	5	0.04 uM	0.0	0.0615867163862442	Cell Painting	spherized	all_data
indacaterol	5	0.04 uM	0.159	0.017707152629376	Cell Painting	spherized	all_data
indapamide	5	0.04 uM	0.304	0.009922081457424	Cell Painting	spherized	all_data
indibulin	5	0.04 uM	0.0	0.099828785004517	Cell Painting	spherized	all_data
indinavir	5	0.04 uM	0.0	0.0670286389962938	Cell Painting	spherized	all_data
indiplon	5	0.04 uM	0.028	0.0335529374305776	Cell Painting	spherized	all_data
indirubin	5	0.04 uM	0.0	0.1811228163778211	Cell Painting	spherized	all_data
indobufen	5	0.04 uM	0.027	0.0342838369939003	Cell Painting	spherized	all_data
indole	4	0.04 uM	0.0	0.0799854481951232	Cell Painting	spherized	all_data
indoprofen	2	0.04 uM	0.321	0.0230818347479082	Cell Painting	spherized	all_data
indoramin	5	0.04 uM	0.0	0.0947350652596994	Cell Painting	spherized	all_data
ingenol-mebutate	5	0.04 uM	0.0	0.6405647502414478	Cell Painting	spherized	all_data
inosine	5	0.04 uM	0.0	0.0597389723583569	Cell Painting	spherized	all_data
iowh032	5	0.04 uM	0.0	0.2833185335922209	Cell Painting	spherized	all_data
ipratropium	5	0.04 uM	0.0	0.0802434292806008	Cell Painting	spherized	all_data
ipriflavone	5	0.04 uM	0.007	0.0450615582813066	Cell Painting	spherized	all_data
irinotecan	5	0.04 uM	0.0	0.0735094379859169	Cell Painting	spherized	all_data
isbufylline	5	0.04 uM	0.0	0.0971438796700406	Cell Painting	spherized	all_data
isoconazole	5	0.04 uM	0.001	0.0537854106856069	Cell Painting	spherized	all_data
isosorbide	5	0.04 uM	0.039	0.0309199109183389	Cell Painting	spherized	all_data
isradipine	5	0.04 uM	0.0	0.0645387713900098	Cell Painting	spherized	all_data
istaroxime	5	0.04 uM	0.109	0.0211674914118511	Cell Painting	spherized	all_data
itopride	5	0.04 uM	0.091	0.0234625808766202	Cell Painting	spherized	all_data
ivabradine	5	0.04 uM	0.0	0.0656072132700039	Cell Painting	spherized	all_data
ivacaftor	5	0.04 uM	0.0	0.1127474439025066	Cell Painting	spherized	all_data
ivermectin	5	0.04 uM	0.0	0.1372167245036278	Cell Painting	spherized	all_data
ixabepilone	5	0.04 uM	0.017	0.0379800448431049	Cell Painting	spherized	all_data
josamycin	5	0.04 uM	0.026	0.0343872724377789	Cell Painting	spherized	all_data
kakonein	5	0.04 uM	0.0	0.2080510664838413	Cell Painting	spherized	all_data
kbg	4	0.04 uM	0.029	0.0415372106310961	Cell Painting	spherized	all_data
kd-023	5	0.04 uM	0.0	0.0616230276107712	Cell Painting	spherized	all_data
kd025	5	0.04 uM	0.028	0.0337742806286584	Cell Painting	spherized	all_data
ketoconazole	5	0.04 uM	0.0	0.0950794659855946	Cell Painting	spherized	all_data
ketoprofen	5	0.04 uM	0.008	0.044779453400472	Cell Painting	spherized	all_data
ketorolac	2	0.04 uM	0.402	0.0134646988318683	Cell Painting	spherized	all_data
ketotifen	5	0.04 uM	0.001	0.0537619578307023	Cell Painting	spherized	all_data
kpt-330	5	0.04 uM	0.0	0.0648975909611824	Cell Painting	spherized	all_data
kw-2449	5	0.04 uM	0.0	0.1072118502455922	Cell Painting	spherized	all_data
kw-2478	2	0.04 uM	0.831	-0.038008780109239	Cell Painting	spherized	all_data
kx2-391	5	0.04 uM	0.0	0.3065084192311594	Cell Painting	spherized	all_data
l-citrulline	5	0.04 uM	0.0	0.0880849145518215	Cell Painting	spherized	all_data
l-name	5	0.04 uM	0.0	0.0821428323155808	Cell Painting	spherized	all_data
labetalol	5	0.04 uM	0.005	0.0474471630488689	Cell Painting	spherized	all_data
lacitol	5	0.04 uM	0.034	0.0315049595769698	Cell Painting	spherized	all_data
lacosamide	5	0.04 uM	0.2	0.0154108021423564	Cell Painting	spherized	all_data
lamivudine	4	0.04 uM	0.036	0.0382222566045964	Cell Painting	spherized	all_data
lamotrigine	5	0.04 uM	0.075	0.0256491162640898	Cell Painting	spherized	all_data
lapatinib	5	0.04 uM	0.028	0.0335594524204335	Cell Painting	spherized	all_data
latanoprost	5	0.04 uM	0.189	0.0160945242378864	Cell Painting	spherized	all_data
lcl-161	5	0.04 uM	0.0	0.1582019243409258	Cell Painting	spherized	all_data
ledipasvir	5	0.04 uM	0.0	0.0871483797700789	Cell Painting	spherized	all_data
leflunomide	5	0.04 uM	0.0	0.3229308032049166	Cell Painting	spherized	all_data
lenalidomide	5	0.04 uM	0.017	0.0371880607885024	Cell Painting	spherized	all_data
lenvatinib	2	0.04 uM	0.663	-0.0143139142432471	Cell Painting	spherized	all_data
lerisetron	5	0.04 uM	0.011	0.040566602360952	Cell Painting	spherized	all_data
lestaurtinib	5	0.04 uM	0.0	0.2020642452045008	Cell Painting	spherized	all_data
letermovir	5	0.04 uM	0.26	0.0118583499930901	Cell Painting	spherized	all_data
levalbuterol	5	0.04 uM	0.011	0.0415196602395442	Cell Painting	spherized	all_data
levamisole	5	0.04 uM	0.001	0.0547787193327791	Cell Painting	spherized	all_data
levcromakalim	5	0.04 uM	0.073	0.0259271687785275	Cell Painting	spherized	all_data
levobunolol	5	0.04 uM	0.0	0.1105390245773262	Cell Painting	spherized	all_data
levocabastine	5	0.04 uM	0.0	0.0812592740240222	Cell Painting	spherized	all_data
levocetirizine	5	0.04 uM	0.002	0.0492687389641225	Cell Painting	spherized	all_data
levofloxacin	5	0.04 uM	0.0	0.0818737253359897	Cell Painting	spherized	all_data
levomequitazine	5	0.04 uM	0.0	0.1104986796688708	Cell Painting	spherized	all_data
levonorgestrel	5	0.04 uM	0.0	0.1075763760642488	Cell Painting	spherized	all_data
levosimendan	4	0.04 uM	0.002	0.0560040103959106	Cell Painting	spherized	all_data
levothyroxine	5	0.04 uM	0.472	0.0032586086658241	Cell Painting	spherized	all_data
licochalcone-a	5	0.04 uM	0.0	0.0621780879819433	Cell Painting	spherized	all_data
lidamidine	5	0.04 uM	0.009	0.0438242113875444	Cell Painting	spherized	all_data
lidocaine	5	0.04 uM	0.079	0.0248626516287886	Cell Painting	spherized	all_data
lidoflazine	5	0.04 uM	0.0	0.0715911003609759	Cell Painting	spherized	all_data
linezolid	5	0.04 uM	0.0	0.5736158869640956	Cell Painting	spherized	all_data
linifanib	5	0.04 uM	0.011	0.0412244444949678	Cell Painting	spherized	all_data
linopirdine	5	0.04 uM	0.013	0.0393616043700697	Cell Painting	spherized	all_data
linsitinib	5	0.04 uM	0.0	0.0657044621998058	Cell Painting	spherized	all_data
liranaftate	5	0.04 uM	0.0	0.0963835702906389	Cell Painting	spherized	all_data
lisofylline	5	0.04 uM	0.016	0.0388948476469819	Cell Painting	spherized	all_data
lobenzarit	5	0.04 uM	0.072	0.026024409980176	Cell Painting	spherized	all_data
lodoxamide	5	0.04 uM	0.016	0.0386048497207696	Cell Painting	spherized	all_data
lofexidine	4	0.04 uM	0.469	0.0032847218211868	Cell Painting	spherized	all_data
