compound	no_of_replicates	dose	matching_score	assay	normalization	category
diazepam	5	0.04 uM	0.6099670124209415	Cell Painting	non_spherized	all_data
diazoxide	5	0.04 uM	0.8733462504011339	Cell Painting	non_spherized	all_data
diclofenac	5	0.04 uM	0.2021239477314594	Cell Painting	non_spherized	all_data
diclofensine	5	0.04 uM	0.2580474563737067	Cell Painting	non_spherized	all_data
dicloxacillin	5	0.04 uM	0.1135798139922699	Cell Painting	non_spherized	all_data
dicoumarol	5	0.04 uM	0.3623752507406491	Cell Painting	non_spherized	all_data
dideoxyadenosine	5	0.04 uM	0.3316303770122663	Cell Painting	non_spherized	all_data
dienogest	5	0.04 uM	0.4093105547263494	Cell Painting	non_spherized	all_data
diethylcarbamazine	5	0.04 uM	-0.0138698222493492	Cell Painting	non_spherized	all_data
diethylstilbestrol	5	0.04 uM	0.2462298263592104	Cell Painting	non_spherized	all_data
diflunisal	5	0.04 uM	0.3303560907000753	Cell Painting	non_spherized	all_data
dihydroergocristine	5	0.04 uM	0.0053078075350036	Cell Painting	non_spherized	all_data
dihydroergotamine	5	0.04 uM	0.5067623731485353	Cell Painting	non_spherized	all_data
dilazep	5	0.04 uM	0.4848759057078558	Cell Painting	non_spherized	all_data
diltiazem	5	0.04 uM	0.1499495367292881	Cell Painting	non_spherized	all_data
dimesna	5	0.04 uM	0.2491966400666746	Cell Painting	non_spherized	all_data
dimethyl-fumarate	5	0.04 uM	0.5884942248199257	Cell Painting	non_spherized	all_data
diminazene-aceturate	5	0.04 uM	0.0516743959120667	Cell Painting	non_spherized	all_data
dinaciclib	5	0.04 uM	0.7754069835086269	Cell Painting	non_spherized	all_data
dinoprost	5	0.04 uM	0.5128552384762	Cell Painting	non_spherized	all_data
diosmin	5	0.04 uM	0.1332406512439397	Cell Painting	non_spherized	all_data
diphenidol	4	0.04 uM	0.1319277734880163	Cell Painting	non_spherized	all_data
dipraglurant	5	0.04 uM	0.3050607587607332	Cell Painting	non_spherized	all_data
dipyridamole	5	0.04 uM	0.5850977503762582	Cell Painting	non_spherized	all_data
disopyramide	5	0.04 uM	0.2940169930602083	Cell Painting	non_spherized	all_data
disulfiram	5	0.04 uM	0.7621121260435402	Cell Painting	non_spherized	all_data
dmp-777	5	0.04 uM	0.242707302013469	Cell Painting	non_spherized	all_data
docetaxel	5	0.04 uM	0.7539938506389019	Cell Painting	non_spherized	all_data
dofequidar	5	0.04 uM	0.5545807400264888	Cell Painting	non_spherized	all_data
dolutegravir	5	0.04 uM	0.57487324277902	Cell Painting	non_spherized	all_data
donepezil	5	0.04 uM	0.0668054020162537	Cell Painting	non_spherized	all_data
donitriptan	5	0.04 uM	0.1279686750081458	Cell Painting	non_spherized	all_data
dopamine	2	0.04 uM	0.3485301445575866	Cell Painting	non_spherized	all_data
doramapimod	5	0.04 uM	0.5489144558400865	Cell Painting	non_spherized	all_data
dorzolamide	5	0.04 uM	0.1144088638500314	Cell Painting	non_spherized	all_data
doxapram	5	0.04 uM	0.1464574145630051	Cell Painting	non_spherized	all_data
doxazosin	5	0.04 uM	0.3455703700831946	Cell Painting	non_spherized	all_data
doxepin	5	0.04 uM	0.291407208227912	Cell Painting	non_spherized	all_data
doxifluridine	5	0.04 uM	0.4110599658988957	Cell Painting	non_spherized	all_data
doxofylline	5	0.04 uM	0.2110705892090197	Cell Painting	non_spherized	all_data
doxorubicin	5	0.04 uM	0.8950897236374884	Cell Painting	non_spherized	all_data
doxycycline-hyclate	5	0.04 uM	0.2689602454604284	Cell Painting	non_spherized	all_data
dpcpx	4	0.04 uM	0.0978397043660118	Cell Painting	non_spherized	all_data
dpi-201106	5	0.04 uM	0.3033158711092846	Cell Painting	non_spherized	all_data
dronedarone	5	0.04 uM	0.0734464470595806	Cell Painting	non_spherized	all_data
droperidol	5	0.04 uM	0.4565439684369095	Cell Painting	non_spherized	all_data
drospirenone	4	0.04 uM	0.0324068443579726	Cell Painting	non_spherized	all_data
du-728	5	0.04 uM	0.3493611593915208	Cell Painting	non_spherized	all_data
duloxetine	5	0.04 uM	0.0568413871801201	Cell Painting	non_spherized	all_data
dutasteride	5	0.04 uM	0.5904556062062887	Cell Painting	non_spherized	all_data
e-2012	5	0.04 uM	0.2336617661592662	Cell Painting	non_spherized	all_data
ebselen	5	0.04 uM	0.4880892796232324	Cell Painting	non_spherized	all_data
econazole	5	0.04 uM	0.0217678645329862	Cell Painting	non_spherized	all_data
edoxaban	5	0.04 uM	0.335050533445251	Cell Painting	non_spherized	all_data
edoxudine	5	0.04 uM	0.4814665311730172	Cell Painting	non_spherized	all_data
efaproxiral	2	0.04 uM	0.2751664876127146	Cell Painting	non_spherized	all_data
efavirenz	2	0.04 uM	-0.1454474579729307	Cell Painting	non_spherized	all_data
eflornithine	5	0.04 uM	0.2156577780677251	Cell Painting	non_spherized	all_data
elesclomol	5	0.04 uM	0.879437805496672	Cell Painting	non_spherized	all_data
ellagic-acid	5	0.04 uM	0.3944981837363387	Cell Painting	non_spherized	all_data
emd-1214063	5	0.04 uM	0.3811449036463969	Cell Painting	non_spherized	all_data
emd-53998	5	0.04 uM	0.066187140255097	Cell Painting	non_spherized	all_data
emedastine	5	0.04 uM	0.5242121111620657	Cell Painting	non_spherized	all_data
emtricitabine	5	0.04 uM	0.3268340065157591	Cell Painting	non_spherized	all_data
enalapril	5	0.04 uM	0.4655369944791236	Cell Painting	non_spherized	all_data
enoxacin	5	0.04 uM	0.1104387649648855	Cell Painting	non_spherized	all_data
entecavir	5	0.04 uM	0.1997217197522937	Cell Painting	non_spherized	all_data
entinostat	5	0.04 uM	0.4856298794667195	Cell Painting	non_spherized	all_data
enzalutamide	5	0.04 uM	0.3220769871131337	Cell Painting	non_spherized	all_data
enzastaurin	5	0.04 uM	-0.0622855139782741	Cell Painting	non_spherized	all_data
eperezolid	5	0.04 uM	0.258124866415651	Cell Painting	non_spherized	all_data
epinastine	5	0.04 uM	0.2929983734779836	Cell Painting	non_spherized	all_data
epinephrine	5	0.04 uM	0.5203276116709783	Cell Painting	non_spherized	all_data
epirizole	2	0.04 uM	0.1628374131985835	Cell Painting	non_spherized	all_data
epirubicin	5	0.04 uM	0.911237681684177	Cell Painting	non_spherized	all_data
epitiostanol	4	0.04 uM	0.3345284829124202	Cell Painting	non_spherized	all_data
epothilone-b	5	0.04 uM	0.8998391834403237	Cell Painting	non_spherized	all_data
equol	5	0.04 uM	0.5041679444131968	Cell Painting	non_spherized	all_data
ercalcitriol	5	0.04 uM	0.1637115554446395	Cell Painting	non_spherized	all_data
erlotinib	5	0.04 uM	0.5939414749528704	Cell Painting	non_spherized	all_data
erteberel	5	0.04 uM	0.5123073809774574	Cell Painting	non_spherized	all_data
erythromycin	10	0.04 uM	0.1900647428856375	Cell Painting	non_spherized	all_data
escitalopram	5	0.04 uM	0.2578577004117915	Cell Painting	non_spherized	all_data
esmolol	5	0.04 uM	0.0506611855725738	Cell Painting	non_spherized	all_data
estramustine	5	0.04 uM	0.2428219117708994	Cell Painting	non_spherized	all_data
estramustine-phosphate	4	0.04 uM	0.3950151159544637	Cell Painting	non_spherized	all_data
estriol	5	0.04 uM	0.3674701682391291	Cell Painting	non_spherized	all_data
estrone	2	0.04 uM	-0.2881837444619051	Cell Painting	non_spherized	all_data
etacrynic-acid	5	0.04 uM	0.2760398951723147	Cell Painting	non_spherized	all_data
etanidazole	5	0.04 uM	0.104334316768428	Cell Painting	non_spherized	all_data
etazolate	5	0.04 uM	0.0904348707249861	Cell Painting	non_spherized	all_data
ethinyl-estradiol	4	0.04 uM	0.4147681991588531	Cell Painting	non_spherized	all_data
ethylenediaminetetraacetic-acid	5	0.04 uM	0.2607508930425273	Cell Painting	non_spherized	all_data
etizolam	5	0.04 uM	0.1846380204984187	Cell Painting	non_spherized	all_data
etodolac	5	0.04 uM	0.265862376607636	Cell Painting	non_spherized	all_data
etofylline-clofibrate	5	0.04 uM	0.2127144845717252	Cell Painting	non_spherized	all_data
etomidate	5	0.04 uM	0.4547981264810053	Cell Painting	non_spherized	all_data
etomoxir	5	0.04 uM	0.5056286568718777	Cell Painting	non_spherized	all_data
etoposide	5	0.04 uM	0.6872892500195491	Cell Painting	non_spherized	all_data
etoricoxib	5	0.04 uM	0.3535314134381111	Cell Painting	non_spherized	all_data
etravirine	5	0.04 uM	0.3606313203556472	Cell Painting	non_spherized	all_data
eugenol	5	0.04 uM	0.1527418264419835	Cell Painting	non_spherized	all_data
everolimus	5	0.04 uM	0.8395794442317943	Cell Painting	non_spherized	all_data
evp-6124	5	0.04 uM	0.4662262650648224	Cell Painting	non_spherized	all_data
exalamide	5	0.04 uM	0.0478485351046611	Cell Painting	non_spherized	all_data
exemestane	5	0.04 uM	0.334840998083762	Cell Painting	non_spherized	all_data
exherin	5	0.04 uM	0.2498225745485253	Cell Painting	non_spherized	all_data
fadrozole	5	0.04 uM	0.2818286725057515	Cell Painting	non_spherized	all_data
famciclovir	5	0.04 uM	0.1140885365416969	Cell Painting	non_spherized	all_data
famotidine	4	0.04 uM	0.377915970234149	Cell Painting	non_spherized	all_data
faropenem	5	0.04 uM	0.7819082519793328	Cell Painting	non_spherized	all_data
fasudil	5	0.04 uM	0.5545994930411821	Cell Painting	non_spherized	all_data
favipiravir	5	0.04 uM	0.3797298404907723	Cell Painting	non_spherized	all_data
fdcyd	5	0.04 uM	0.9245038978881184	Cell Painting	non_spherized	all_data
febuxostat	5	0.04 uM	0.2586599983680053	Cell Painting	non_spherized	all_data
felbinac	5	0.04 uM	0.2232382472746386	Cell Painting	non_spherized	all_data
felodipine	5	0.04 uM	0.2062466687376109	Cell Painting	non_spherized	all_data
fenobam	5	0.04 uM	0.249322961534078	Cell Painting	non_spherized	all_data
fenoterol	5	0.04 uM	0.3949209428577247	Cell Painting	non_spherized	all_data
fenticonazole	5	0.04 uM	0.3956628122683496	Cell Painting	non_spherized	all_data
fexofenadine	5	0.04 uM	0.115541783314278	Cell Painting	non_spherized	all_data
fiacitabine	5	0.04 uM	0.5108699221366894	Cell Painting	non_spherized	all_data
fidarestat	5	0.04 uM	0.4111531547770538	Cell Painting	non_spherized	all_data
fidaxomicin	5	0.04 uM	0.1367483931786517	Cell Painting	non_spherized	all_data
filgotinib	5	0.04 uM	0.3897846286672335	Cell Painting	non_spherized	all_data
finasteride	5	0.04 uM	0.3528415630990353	Cell Painting	non_spherized	all_data
fipronil	5	0.04 uM	0.4166242643634445	Cell Painting	non_spherized	all_data
firategrast	5	0.04 uM	0.3812802304012057	Cell Painting	non_spherized	all_data
flavoxate	5	0.04 uM	0.1443557048193616	Cell Painting	non_spherized	all_data
flecainide	5	0.04 uM	0.13049010685866	Cell Painting	non_spherized	all_data
floxuridine	5	0.04 uM	0.9209688751814428	Cell Painting	non_spherized	all_data
fluconazole	5	0.04 uM	0.4453034979763393	Cell Painting	non_spherized	all_data
fludarabine-phosphate	5	0.04 uM	0.3847651372670618	Cell Painting	non_spherized	all_data
fludroxycortide	5	0.04 uM	0.8150830061186269	Cell Painting	non_spherized	all_data
flumatinib	5	0.04 uM	0.6130952565337713	Cell Painting	non_spherized	all_data
flumazenil	5	0.04 uM	0.3354117910445215	Cell Painting	non_spherized	all_data
fluocinonide	5	0.04 uM	0.8196830758312298	Cell Painting	non_spherized	all_data
fluorometholone	5	0.04 uM	0.7752680659588905	Cell Painting	non_spherized	all_data
fluorouracil	5	0.04 uM	0.3533480136920225	Cell Painting	non_spherized	all_data
fluoxetine	5	0.04 uM	0.5910790659805398	Cell Painting	non_spherized	all_data
fluphenazine	5	0.04 uM	0.3001585821146377	Cell Painting	non_spherized	all_data
fluspirilene	5	0.04 uM	0.4572686531699965	Cell Painting	non_spherized	all_data
flutamide	5	0.04 uM	0.2554117061589092	Cell Painting	non_spherized	all_data
fluticasone	5	0.04 uM	0.8572829562621943	Cell Painting	non_spherized	all_data
flutrimazole	4	0.04 uM	0.4905348845478983	Cell Painting	non_spherized	all_data
fluvoxamine	5	0.04 uM	0.3071742680638348	Cell Painting	non_spherized	all_data
folic-acid	5	0.04 uM	0.2588697507607747	Cell Painting	non_spherized	all_data
fomepizole	5	0.04 uM	0.3656853182201683	Cell Painting	non_spherized	all_data
fomocaine	5	0.04 uM	0.1850166124742272	Cell Painting	non_spherized	all_data
foretinib	4	0.04 uM	0.8204949185624452	Cell Painting	non_spherized	all_data
formestane	5	0.04 uM	0.3741744490157569	Cell Painting	non_spherized	all_data
formoterol	5	0.04 uM	0.2322336653502662	Cell Painting	non_spherized	all_data
forskolin	5	0.04 uM	0.0965527994293975	Cell Painting	non_spherized	all_data
fosfomycin	5	0.04 uM	0.377456899446626	Cell Painting	non_spherized	all_data
fostamatinib	5	0.04 uM	0.2979187958335649	Cell Painting	non_spherized	all_data
fpl-62064	5	0.04 uM	0.3959717013745596	Cell Painting	non_spherized	all_data
ftorafur	5	0.04 uM	-0.0303216232679181	Cell Painting	non_spherized	all_data
fulvestrant	4	0.04 uM	0.2556094108798218	Cell Painting	non_spherized	all_data
fusidic-acid	5	0.04 uM	0.1638916811480542	Cell Painting	non_spherized	all_data
gabapentin	5	0.04 uM	0.8868351858326855	Cell Painting	non_spherized	all_data
galeterone	5	0.04 uM	0.3042977947691071	Cell Painting	non_spherized	all_data
ganaxolone	5	0.04 uM	0.5094148900757544	Cell Painting	non_spherized	all_data
gatifloxacin	5	0.04 uM	0.0402527131342803	Cell Painting	non_spherized	all_data
gdc-0068	5	0.04 uM	0.222883771029674	Cell Painting	non_spherized	all_data
gdc-0152	5	0.04 uM	0.4323509087820304	Cell Painting	non_spherized	all_data
gdc-0199	5	0.04 uM	0.6542154565472041	Cell Painting	non_spherized	all_data
gdc-0834	5	0.04 uM	0.2596072849160514	Cell Painting	non_spherized	all_data
gefitinib	5	0.04 uM	0.2550173980676496	Cell Painting	non_spherized	all_data
gemcitabine	5	0.04 uM	0.906433128509526	Cell Painting	non_spherized	all_data
gemfibrozil	5	0.04 uM	0.536144775154041	Cell Painting	non_spherized	all_data
gemifloxacin	2	0.04 uM	-0.3086825969445754	Cell Painting	non_spherized	all_data
genz-644282	5	0.04 uM	0.9387421835089668	Cell Painting	non_spherized	all_data
gestrinone	5	0.04 uM	0.2211878344906771	Cell Painting	non_spherized	all_data
gimeracil	5	0.04 uM	0.4110277199478351	Cell Painting	non_spherized	all_data
ginkgolide-b	5	0.04 uM	0.0368645476278089	Cell Painting	non_spherized	all_data
glasdegib	5	0.04 uM	0.3393566708012946	Cell Painting	non_spherized	all_data
gliclazide	5	0.04 uM	0.1163632603528786	Cell Painting	non_spherized	all_data
glimepiride	5	0.04 uM	0.6964982434365318	Cell Painting	non_spherized	all_data
glipizide	5	0.04 uM	0.6565978725309556	Cell Painting	non_spherized	all_data
gliquidone	5	0.04 uM	0.2596957518561646	Cell Painting	non_spherized	all_data
glycitein	5	0.04 uM	0.248680108684807	Cell Painting	non_spherized	all_data
glycopyrrolate	5	0.04 uM	0.2298520615289963	Cell Painting	non_spherized	all_data
golvatinib	5	0.04 uM	0.3398307107335135	Cell Painting	non_spherized	all_data
goserelin-acetate	5	0.04 uM	0.1519896494839048	Cell Painting	non_spherized	all_data
granisetron	5	0.04 uM	0.2052361246449491	Cell Painting	non_spherized	all_data
grazoprevir	5	0.04 uM	-0.046897126573848	Cell Painting	non_spherized	all_data
griseofulvin	5	0.04 uM	0.1926022077129167	Cell Painting	non_spherized	all_data
gsk1292263	5	0.04 uM	0.4564951248144641	Cell Painting	non_spherized	all_data
gsk2110183	5	0.04 uM	0.4127422063652167	Cell Painting	non_spherized	all_data
gsk256066	2	0.04 uM	-0.1388584880844125	Cell Painting	non_spherized	all_data
gsk2636771	5	0.04 uM	0.2662097323662894	Cell Painting	non_spherized	all_data
guanabenz	5	0.04 uM	0.6337306809792805	Cell Painting	non_spherized	all_data
guanadrel	5	0.04 uM	0.5513114255985128	Cell Painting	non_spherized	all_data
guanethidine	5	0.04 uM	0.2524811293588216	Cell Painting	non_spherized	all_data
gw842166	5	0.04 uM	0.4387738748967253	Cell Painting	non_spherized	all_data
halcinonide	5	0.04 uM	0.7622970334532619	Cell Painting	non_spherized	all_data
haloperidol	5	0.04 uM	0.6406468891605157	Cell Painting	non_spherized	all_data
hc-030031	5	0.04 uM	0.2188038352149124	Cell Painting	non_spherized	all_data
hesperidin	5	0.04 uM	0.3670334758464356	Cell Painting	non_spherized	all_data
hexachlorophene	5	0.04 uM	0.7590850903133199	Cell Painting	non_spherized	all_data
histamine	4	0.04 uM	0.3332509945067827	Cell Painting	non_spherized	all_data
homochlorcyclizine	5	0.04 uM	0.4283208331052607	Cell Painting	non_spherized	all_data
homoharringtonine	5	0.04 uM	0.8924294424479006	Cell Painting	non_spherized	all_data
honokiol	5	0.04 uM	0.5094950952705719	Cell Painting	non_spherized	all_data
hydrocortisone	5	0.04 uM	0.5853258174781204	Cell Painting	non_spherized	all_data
hydroxyurea	5	0.04 uM	0.2097581164931202	Cell Painting	non_spherized	all_data
hymecromone	5	0.04 uM	0.2609146245506076	Cell Painting	non_spherized	all_data
hypericin	5	0.04 uM	0.4381889693644933	Cell Painting	non_spherized	all_data
i-bet-762	5	0.04 uM	0.5442695502164223	Cell Painting	non_spherized	all_data
ib-meca	5	0.04 uM	0.2471021965927626	Cell Painting	non_spherized	all_data
ibrutinib	5	0.04 uM	0.5307258255145431	Cell Painting	non_spherized	all_data
ibudilast	5	0.04 uM	0.4534624940749769	Cell Painting	non_spherized	all_data
ibuprofen	5	0.04 uM	0.5654910363086253	Cell Painting	non_spherized	all_data
ibutamoren	5	0.04 uM	0.3517942811894079	Cell Painting	non_spherized	all_data
ici-162846	5	0.04 uM	0.3534855180904226	Cell Painting	non_spherized	all_data
ici-185,282	5	0.04 uM	0.1253957312275537	Cell Painting	non_spherized	all_data
ici-192605	5	0.04 uM	0.5782251551219671	Cell Painting	non_spherized	all_data
idalopirdine	5	0.04 uM	0.1111543487744479	Cell Painting	non_spherized	all_data
idelalisib	5	0.04 uM	0.1126929264894978	Cell Painting	non_spherized	all_data
idoxuridin	5	0.04 uM	0.454216434030358	Cell Painting	non_spherized	all_data
ifosfamide	5	0.04 uM	0.1440703967847031	Cell Painting	non_spherized	all_data
iguratimod	5	0.04 uM	0.749848184695507	Cell Painting	non_spherized	all_data
ilomastat	5	0.04 uM	0.2441379750245449	Cell Painting	non_spherized	all_data
imatinib	5	0.04 uM	0.2607733488681895	Cell Painting	non_spherized	all_data
imexon	5	0.04 uM	0.0956086217468871	Cell Painting	non_spherized	all_data
imiloxan	5	0.04 uM	0.2381440010013077	Cell Painting	non_spherized	all_data
imipramine	2	0.04 uM	0.0773590754782745	Cell Painting	non_spherized	all_data
imiquimod	5	0.04 uM	0.0578608134425018	Cell Painting	non_spherized	all_data
indacaterol	5	0.04 uM	0.2267514131137418	Cell Painting	non_spherized	all_data
indapamide	5	0.04 uM	0.4695721497818106	Cell Painting	non_spherized	all_data
indibulin	5	0.04 uM	0.3713746847316251	Cell Painting	non_spherized	all_data
indinavir	5	0.04 uM	0.4730913938263338	Cell Painting	non_spherized	all_data
indiplon	5	0.04 uM	0.3197597812780088	Cell Painting	non_spherized	all_data
indirubin	5	0.04 uM	0.5667416680180315	Cell Painting	non_spherized	all_data
indobufen	5	0.04 uM	0.299905999401624	Cell Painting	non_spherized	all_data
indole	4	0.04 uM	0.3756566592337806	Cell Painting	non_spherized	all_data
indoprofen	2	0.04 uM	0.0520708082476149	Cell Painting	non_spherized	all_data
indoramin	5	0.04 uM	0.3747517054965114	Cell Painting	non_spherized	all_data
ingenol-mebutate	5	0.04 uM	0.8749115079816335	Cell Painting	non_spherized	all_data
iniparib	5	0.04 uM	0.1609458974223188	Cell Painting	non_spherized	all_data
inosine	5	0.04 uM	0.2584113328648731	Cell Painting	non_spherized	all_data
inositol	5	0.04 uM	0.2464743353025311	Cell Painting	non_spherized	all_data
iowh032	5	0.04 uM	0.6224744413174377	Cell Painting	non_spherized	all_data
